audio_path,sesion,segment_index,placa,electrodo,corriente,true_plate,true_electrode,true_current,pred_plate,pred_electrode,pred_current
audio/Placa_12mm/E6011/AC/240909-134918_Audio/240909-134918_6013-2.wav,240909-134918_Audio,25,Placa_12mm,E6011,AC,Placa_12mm,E6011,AC,Placa_6mm,E6011,AC
audio/Placa_12mm/E6011/AC/240909-134918_Audio/240909-134918_6013-2.wav,240909-134918_Audio,26,Placa_12mm,E6011,AC,Placa_12mm,E6011,AC,Placa_12mm,E6011,AC
audio/Placa_12mm/E6011/AC/240909-134918_Audio/240909-134918_6013-2.wav,240909-134918_Audio,27,Placa_12mm,E6011,AC,Placa_12mm,E6011,AC,Placa_12mm,E6011,AC
audio/Placa_12mm/E6011/AC/240909-134918_Audio/240909-134918_6013-2.wav,240909-134918_Audio,28,Placa_12mm,E6011,AC,Placa_12mm,E6011,AC,Placa_12mm,E6011,AC
audio/Placa_12mm/E6011/AC/240909-134918_Audio/240909-134918_6013-2.wav,240909-134918_Audio,29,Placa_12mm,E6011,AC,Placa_12mm,E6011,AC,Placa_12mm,E6011,AC
audio/Placa_12mm/E6011/AC/240909-134918_Audio/240909-134918_6013-2.wav,240909-134918_Audio,30,Placa_12mm,E6011,AC,Placa_12mm,E6011,AC,Placa_12mm,E6011,AC
audio/Placa_12mm/E6011/AC/240909-140307_Audio/240909-140307_6013-2.wav,240909-140307_Audio,0,Placa_12mm,E6011,AC,Placa_12mm,E6011,AC,Placa_12mm,E6011,AC
audio/Placa_12mm/E6011/AC/240909-140307_Audio/240909-140307_6013-2.wav,240909-140307_Audio,1,Placa_12mm,E6011,AC,Placa_12mm,E6011,AC,Placa_12mm,E6011,AC
audio/Placa_12mm/E6011/AC/240909-140307_Audio/240909-140307_6013-2.wav,240909-140307_Audio,2,Placa_12mm,E6011,AC,Placa_12mm,E6011,AC,Placa_6mm,E6011,AC
audio/Placa_12mm/E6011/AC/240909-140307_Audio/240909-140307_6013-2.wav,240909-140307_Audio,3,Placa_12mm,E6011,AC,Placa_12mm,E6011,AC,Placa_12mm,E6011,AC
audio/Placa_12mm/E6011/AC/240909-140307_Audio/240909-140307_6013-2.wav,240909-140307_Audio,4,Placa_12mm,E6011,AC,Placa_12mm,E6011,AC,Placa_12mm,E6011,AC
audio/Placa_12mm/E6011/AC/240909-140307_Audio/240909-140307_6013-2.wav,240909-140307_Audio,5,Placa_12mm,E6011,AC,Placa_12mm,E6011,AC,Placa_12mm,E6011,AC
audio/Placa_12mm/E6011/AC/240909-140307_Audio/240909-140307_6013-2.wav,240909-140307_Audio,6,Placa_12mm,E6011,AC,Placa_12mm,E6011,AC,Placa_6mm,E6011,AC
audio/Placa_12mm/E6011/AC/240909-140307_Audio/240909-140307_6013-2.wav,240909-140307_Audio,7,Placa_12mm,E6011,AC,Placa_12mm,E6011,AC,Placa_12mm,E6011,AC
audio/Placa_12mm/E6011/AC/240909-140307_Audio/240909-140307_6013-2.wav,240909-140307_Audio,8,Placa_12mm,E6011,AC,Placa_12mm,E6011,AC,Placa_12mm,E6011,AC
audio/Placa_12mm/E6011/AC/240909-140307_Audio/240909-140307_6013-2.wav,240909-140307_Audio,9,Placa_12mm,E6011,AC,Placa_12mm,E6011,AC,Placa_12mm,E6011,AC
audio/Placa_12mm/E6011/AC/240909-140307_Audio/240909-140307_6013-2.wav,240909-140307_Audio,10,Placa_12mm,E6011,AC,Placa_12mm,E6011,AC,Placa_12mm,E6011,AC
audio/Placa_12mm/E6011/AC/240909-140307_Audio/240909-140307_6013-2.wav,240909-140307_Audio,11,Placa_12mm,E6011,AC,Placa_12mm,E6011,AC,Placa_12mm,E6011,AC
audio/Placa_12mm/E6011/AC/240909-140307_Audio/240909-140307_6013-2.wav,240909-140307_Audio,12,Placa_12mm,E6011,AC,Placa_12mm,E6011,AC,Placa_6mm,E6011,AC
audio/Placa_12mm/E6011/AC/240909-140307_Audio/240909-140307_6013-2.wav,240909-140307_Audio,13,Placa_12mm,E6011,AC,Placa_12mm,E6011,AC,Placa_6mm,E6011,AC
audio/Placa_12mm/E6011/AC/240909-140307_Audio/240909-140307_6013-2.wav,240909-140307_Audio,14,Placa_12mm,E6011,AC,Placa_12mm,E6011,AC,Placa_12mm,E6011,AC
audio/Placa_12mm/E6011/AC/240909-140307_Audio/240909-140307_6013-2.wav,240909-140307_Audio,15,Placa_12mm,E6011,AC,Placa_12mm,E6011,AC,Placa_6mm,E6011,AC
audio/Placa_12mm/E6011/AC/240909-140307_Audio/240909-140307_6013-2.wav,240909-140307_Audio,16,Placa_12mm,E6011,AC,Placa_12mm,E6011,AC,Placa_12mm,E6011,AC
audio/Placa_12mm/E6011/AC/240909-140307_Audio/240909-140307_6013-2.wav,240909-140307_Audio,17,Placa_12mm,E6011,AC,Placa_12mm,E6011,AC,Placa_12mm,E6011,AC
audio/Placa_12mm/E6011/AC/240909-140307_Audio/240909-140307_6013-2.wav,240909-140307_Audio,18,Placa_12mm,E6011,AC,Placa_12mm,E6011,AC,Placa_6mm,E6011,AC
audio/Placa_12mm/E6011/AC/240909-140307_Audio/240909-140307_6013-2.wav,240909-140307_Audio,19,Placa_12mm,E6011,AC,Placa_12mm,E6011,AC,Placa_12mm,E6011,AC
audio/Placa_12mm/E6011/AC/240909-140307_Audio/240909-140307_6013-2.wav,240909-140307_Audio,20,Placa_12mm,E6011,AC,Placa_12mm,E6011,AC,Placa_6mm,E6011,AC
audio/Placa_12mm/E6011/AC/240909-140307_Audio/240909-140307_6013-2.wav,240909-140307_Audio,21,Placa_12mm,E6011,AC,Placa_12mm,E6011,AC,Placa_12mm,E6011,AC
audio/Placa_12mm/E6011/AC/240909-140307_Audio/240909-140307_6013-2.wav,240909-140307_Audio,22,Placa_12mm,E6011,AC,Placa_12mm,E6011,AC,Placa_6mm,E6011,AC
audio/Placa_12mm/E6011/AC/240909-140307_Audio/240909-140307_6013-2.wav,240909-140307_Audio,23,Placa_12mm,E6011,AC,Placa_12mm,E6011,AC,Placa_6mm,E6011,AC
audio/Placa_12mm/E6011/AC/240909-140307_Audio/240909-140307_6013-2.wav,240909-140307_Audio,24,Placa_12mm,E6011,AC,Placa_12mm,E6011,AC,Placa_12mm,E6011,AC
audio/Placa_12mm/E6011/AC/240909-140307_Audio/240909-140307_6013-2.wav,240909-140307_Audio,25,Placa_12mm,E6011,AC,Placa_12mm,E6011,AC,Placa_12mm,E6011,AC
audio/Placa_12mm/E6011/AC/240909-140307_Audio/240909-140307_6013-2.wav,240909-140307_Audio,26,Placa_12mm,E6011,AC,Placa_12mm,E6011,AC,Placa_6mm,E6011,AC
audio/Placa_12mm/E6011/AC/240909-140307_Audio/240909-140307_6013-2.wav,240909-140307_Audio,27,Placa_12mm,E6011,AC,Placa_12mm,E6011,AC,Placa_12mm,E6011,AC
audio/Placa_12mm/E6011/AC/240909-140307_Audio/240909-140307_6013-2.wav,240909-140307_Audio,28,Placa_12mm,E6011,AC,Placa_12mm,E6011,AC,Placa_12mm,E6011,AC
audio/Placa_12mm/E6011/AC/240909-140307_Audio/240909-140307_6013-2.wav,240909-140307_Audio,29,Placa_12mm,E6011,AC,Placa_12mm,E6011,AC,Placa_12mm,E6011,AC
audio/Placa_12mm/E6011/AC/240909-140307_Audio/240909-140307_6013-2.wav,240909-140307_Audio,30,Placa_12mm,E6011,AC,Placa_12mm,E6011,AC,Placa_6mm,E6011,AC
audio/Placa_12mm/E6011/DC/240912-131906_Audio/240912-131906_6013-2.wav,240912-131906_Audio,0,Placa_12mm,E6011,DC,Placa_12mm,E6011,DC,Placa_12mm,E6010,DC
audio/Placa_12mm/E6011/DC/240912-131906_Audio/240912-131906_6013-2.wav,240912-131906_Audio,1,Placa_12mm,E6011,DC,Placa_12mm,E6011,DC,Placa_12mm,E6010,DC
audio/Placa_12mm/E6011/DC/240912-131906_Audio/240912-131906_6013-2.wav,240912-131906_Audio,2,Placa_12mm,E6011,DC,Placa_12mm,E6011,DC,Placa_12mm,E6011,DC
audio/Placa_12mm/E6011/DC/240912-131906_Audio/240912-131906_6013-2.wav,240912-131906_Audio,3,Placa_12mm,E6011,DC,Placa_12mm,E6011,DC,Placa_6mm,E6011,DC
audio/Placa_12mm/E6011/DC/240912-131906_Audio/240912-131906_6013-2.wav,240912-131906_Audio,4,Placa_12mm,E6011,DC,Placa_12mm,E6011,DC,Placa_12mm,E6011,DC
audio/Placa_12mm/E6011/DC/240912-131906_Audio/240912-131906_6013-2.wav,240912-131906_Audio,5,Placa_12mm,E6011,DC,Placa_12mm,E6011,DC,Placa_12mm,E6011,AC
audio/Placa_12mm/E6011/DC/240912-131906_Audio/240912-131906_6013-2.wav,240912-131906_Audio,6,Placa_12mm,E6011,DC,Placa_12mm,E6011,DC,Placa_12mm,E6011,DC
audio/Placa_12mm/E6011/DC/240912-131906_Audio/240912-131906_6013-2.wav,240912-131906_Audio,7,Placa_12mm,E6011,DC,Placa_12mm,E6011,DC,Placa_12mm,E6011,DC
audio/Placa_12mm/E6011/DC/240912-131906_Audio/240912-131906_6013-2.wav,240912-131906_Audio,8,Placa_12mm,E6011,DC,Placa_12mm,E6011,DC,Placa_12mm,E6011,DC
audio/Placa_12mm/E6011/DC/240912-131906_Audio/240912-131906_6013-2.wav,240912-131906_Audio,9,Placa_12mm,E6011,DC,Placa_12mm,E6011,DC,Placa_6mm,E6011,DC
audio/Placa_12mm/E6011/DC/240912-131906_Audio/240912-131906_6013-2.wav,240912-131906_Audio,10,Placa_12mm,E6011,DC,Placa_12mm,E6011,DC,Placa_12mm,E6011,DC
audio/Placa_12mm/E6011/DC/240912-131906_Audio/240912-131906_6013-2.wav,240912-131906_Audio,11,Placa_12mm,E6011,DC,Placa_12mm,E6011,DC,Placa_12mm,E6011,DC
audio/Placa_12mm/E6011/DC/240912-131906_Audio/240912-131906_6013-2.wav,240912-131906_Audio,12,Placa_12mm,E6011,DC,Placa_12mm,E6011,DC,Placa_6mm,E6011,DC
audio/Placa_12mm/E6011/DC/240912-131906_Audio/240912-131906_6013-2.wav,240912-131906_Audio,13,Placa_12mm,E6011,DC,Placa_12mm,E6011,DC,Placa_6mm,E6010,DC
audio/Placa_12mm/E6011/DC/240912-131906_Audio/240912-131906_6013-2.wav,240912-131906_Audio,14,Placa_12mm,E6011,DC,Placa_12mm,E6011,DC,Placa_6mm,E6013,DC
audio/Placa_12mm/E6011/DC/240912-131906_Audio/240912-131906_6013-2.wav,240912-131906_Audio,15,Placa_12mm,E6011,DC,Placa_12mm,E6011,DC,Placa_6mm,E6011,DC
audio/Placa_12mm/E6011/DC/240912-131906_Audio/240912-131906_6013-2.wav,240912-131906_Audio,16,Placa_12mm,E6011,DC,Placa_12mm,E6011,DC,Placa_12mm,E6011,DC
audio/Placa_12mm/E6011/DC/240912-131906_Audio/240912-131906_6013-2.wav,240912-131906_Audio,17,Placa_12mm,E6011,DC,Placa_12mm,E6011,DC,Placa_12mm,E6011,DC
audio/Placa_12mm/E6011/DC/240912-131906_Audio/240912-131906_6013-2.wav,240912-131906_Audio,18,Placa_12mm,E6011,DC,Placa_12mm,E6011,DC,Placa_12mm,E7018,DC
audio/Placa_12mm/E6011/DC/240912-134633_Audio/240912-134633_6013-2.wav,240912-134633_Audio,0,Placa_12mm,E6011,DC,Placa_12mm,E6011,DC,Placa_12mm,E6011,DC
audio/Placa_12mm/E6011/DC/240912-134633_Audio/240912-134633_6013-2.wav,240912-134633_Audio,1,Placa_12mm,E6011,DC,Placa_12mm,E6011,DC,Placa_12mm,E6011,DC
audio/Placa_12mm/E6011/DC/240912-134633_Audio/240912-134633_6013-2.wav,240912-134633_Audio,2,Placa_12mm,E6011,DC,Placa_12mm,E6011,DC,Placa_12mm,E6011,DC
audio/Placa_12mm/E6011/DC/240912-134633_Audio/240912-134633_6013-2.wav,240912-134633_Audio,3,Placa_12mm,E6011,DC,Placa_12mm,E6011,DC,Placa_12mm,E6011,DC
audio/Placa_12mm/E6011/DC/240912-134633_Audio/240912-134633_6013-2.wav,240912-134633_Audio,4,Placa_12mm,E6011,DC,Placa_12mm,E6011,DC,Placa_12mm,E6011,DC
audio/Placa_12mm/E6011/DC/240912-134633_Audio/240912-134633_6013-2.wav,240912-134633_Audio,5,Placa_12mm,E6011,DC,Placa_12mm,E6011,DC,Placa_12mm,E6011,DC
audio/Placa_12mm/E6011/DC/240912-134633_Audio/240912-134633_6013-2.wav,240912-134633_Audio,6,Placa_12mm,E6011,DC,Placa_12mm,E6011,DC,Placa_12mm,E6011,DC
audio/Placa_12mm/E6011/DC/240912-134633_Audio/240912-134633_6013-2.wav,240912-134633_Audio,7,Placa_12mm,E6011,DC,Placa_12mm,E6011,DC,Placa_6mm,E6011,DC
audio/Placa_12mm/E6011/DC/240912-134633_Audio/240912-134633_6013-2.wav,240912-134633_Audio,8,Placa_12mm,E6011,DC,Placa_12mm,E6011,DC,Placa_12mm,E6011,DC
audio/Placa_12mm/E6011/DC/240912-134633_Audio/240912-134633_6013-2.wav,240912-134633_Audio,9,Placa_12mm,E6011,DC,Placa_12mm,E6011,DC,Placa_12mm,E6011,DC
audio/Placa_12mm/E6011/DC/240912-134633_Audio/240912-134633_6013-2.wav,240912-134633_Audio,10,Placa_12mm,E6011,DC,Placa_12mm,E6011,DC,Placa_12mm,E6011,DC
audio/Placa_12mm/E6011/DC/240912-134633_Audio/240912-134633_6013-2.wav,240912-134633_Audio,11,Placa_12mm,E6011,DC,Placa_12mm,E6011,DC,Placa_12mm,E6011,DC
audio/Placa_12mm/E6011/DC/240912-134633_Audio/240912-134633_6013-2.wav,240912-134633_Audio,12,Placa_12mm,E6011,DC,Placa_12mm,E6011,DC,Placa_12mm,E6011,DC
audio/Placa_12mm/E6011/DC/240912-134633_Audio/240912-134633_6013-2.wav,240912-134633_Audio,13,Placa_12mm,E6011,DC,Placa_12mm,E6011,DC,Placa_12mm,E6011,DC
audio/Placa_12mm/E6011/DC/240912-134633_Audio/240912-134633_6013-2.wav,240912-134633_Audio,14,Placa_12mm,E6011,DC,Placa_12mm,E6011,DC,Placa_12mm,E6011,DC
